id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
3054 ,J1954+3852   ,19:54:01.083     ,                  4 ,+38:52:15.88     ,              5 ,0.352933478726        ,           1 ,65.36      ,     9 ,4.663        ,4.663
3055 ,J1954+4357   ,19:54:38.449     ,                  7 ,+43:57:37.37     ,              8 ,1.387041160155        ,          20 ,130.30     ,     5 ,10.092       ,10.092
3056 ,J1955-0907   ,19:55:57         ,                  0 ,-09:07:14        ,              0 ,0.484                 ,           0 ,72         ,     0 ,8.226        ,8.226
3057 ,J1955+2527   ,19:55:59.39523   ,                  7 ,+25:27:03.443    ,              2 ,0.0048727658629793    ,          17 ,209.961    ,     2 ,8.176        ,8.176
3058 ,B1953+29     ,19:55:27.875263  ,                  8 ,+29:08:43.43329  ,             11 ,0.00613316651623409   ,           3 ,104.4906   ,     9 ,6.304        ,6.304
3059 ,J1955+2912g  ,19:55:23         ,                  8 ,+29:12           ,              2 ,0.27951               ,           0 ,193.0      ,     0 ,7.383        ,7.383
3060 ,J1955+2930   ,19:55:07.527     ,                  9 ,+29:30:49.80     ,             16 ,1.07387774187         ,           7 ,212.4      ,     9 ,7.540        ,7.540
3061 ,B1953+50     ,19:55:18.7637    ,                 13 ,+50:59:55.292    ,             13 ,0.5189379874091       ,           5 ,31.98266   ,    13 ,2.186        ,2.186
3062 ,J1955+6708   ,19:55:38.76695   ,                 13 ,+67:08:15.1306   ,              8 ,0.0085654062678145    ,           8 ,57.1478    ,     1 ,5.304        ,5.304
3063 ,J1956+07     ,19:56:35         ,                115 ,+07:16           ,              8 ,5.01248               ,           0 ,61.3       ,     0 ,3.163        ,3.163
3064 ,J1956+0838   ,19:56:52.26      ,                  2 ,+08:38:16.8      ,              4 ,0.303910924347        ,           7 ,67.087     ,    24 ,3.538        ,3.538
3065 ,J1956-2752   ,19:56:28         ,                  0 ,-27:52:56        ,              0 ,0.2600144             ,           6 ,45.69      ,     1 ,3.756        ,3.756
3066 ,J1956+2826g  ,19:56:47         ,                  8 ,+28:26           ,              2 ,0.07179               ,           0 ,112.0      ,     0 ,6.481        ,6.481
3067 ,J1957-0002   ,19:57:42.620     ,                  7 ,-00:02:06.8      ,              2 ,0.96509596606         ,           4 ,38.443     ,     4 ,1.789        ,1.789
3068 ,J1957+2516   ,19:57:34.6115    ,                  3 ,+25:16:02.076    ,              3 ,0.003961655342404     ,           1 ,44.137     ,     3 ,2.659        ,2.659
3069 ,J1957+2831   ,19:57:19.397     ,                  8 ,+28:31:43.84     ,             15 ,0.3076828651978       ,          17 ,138.99     ,     8 ,6.891        ,6.891
3070 ,J1957+5033   ,19:57:38.9       ,                  8 ,+50:33:18        ,              9 ,0.3748062242          ,           3 ,*          ,     0 ,1.365        ,*
3071 ,J1958+2846   ,19:58:40.07      ,                  3 ,+28:45:54        ,              1 ,0.29038924475         ,           5 ,*          ,     0 ,1.950        ,*
3072 ,J1958+3033   ,19:58:06.82      ,                  1 ,+30:33:52.7      ,              2 ,1.09858060946         ,           1 ,201.9      ,     4 ,7.266        ,7.266
3073 ,J1958+56     ,19:58:00         ,                 24 ,+56:49           ,              3 ,0.3118                ,           0 ,58.10      ,     4 ,4.342        ,4.342
3074 ,B1957+20     ,19:59:36.76988   ,                  5 ,+20:48:15.1222   ,              6 ,0.00160740168480632   ,           3 ,29.1066    ,     3 ,1.400        ,1.729
3075 ,J1959+3620   ,19:59:38.03      ,                  2 ,+36:20:29.1      ,              3 ,0.40608118100         ,           1 ,273        ,     0 ,10.888       ,10.888
3076 ,J2000+2920   ,20:00:16.508     ,                  6 ,+29:20:07.47     ,             12 ,3.07378325868         ,           3 ,132.3      ,     8 ,6.684        ,6.684
3077 ,J2001-0349   ,20:01:53.31      ,                  3 ,-03:49:43.5      ,             15 ,1.34472401604         ,          13 ,67         ,     3 ,5.961        ,5.961
3078 ,J2001+0701   ,20:01:50.95896   ,                  3 ,+07:01:39.6450   ,             13 ,0.0068199585607571    ,           8 ,63.3146    ,    13 ,3.782        ,3.782
3079 ,J2001+4258   ,20:01:10.590     ,                  4 ,+42:58:06.26     ,              7 ,0.719166137852        ,           5 ,54.93      ,     3 ,3.757        ,3.757
3080 ,J2002+1637   ,20:02:47.77      ,                  7 ,+16:37:16.7      ,             11 ,0.27649748362         ,          18 ,94.581     ,    48 ,4.897        ,4.897
3081 ,J2002+30     ,20:02:58         ,                 16 ,+30:35           ,              5 ,0.421794              ,           3 ,187.80     ,    11 ,7.020        ,7.020
3082 ,B2000+32     ,20:02:04.424     ,                 10 ,+32:17:18.31     ,             15 ,0.6967605102          ,           3 ,142.21     ,     3 ,6.458        ,6.458
3083 ,B2000+40     ,20:02:44.030     ,                  3 ,+40:50:53.91     ,              4 ,0.9050668203089       ,          10 ,131.486    ,    41 ,6.391        ,6.391
3084 ,J2003+2916   ,20:03:03.194     ,                  6 ,+29:16:00.96     ,             11 ,1.0098766696          ,           5 ,209.5      ,     8 ,7.455        ,7.455
3085 ,J2004+2653   ,20:04:59.02      ,                  4 ,+26:53:40.4      ,              6 ,0.66587861963         ,           4 ,160        ,     4 ,7.665        ,7.665
3086 ,B2002+31     ,20:04:52.286     ,                  3 ,+31:37:10.01     ,              5 ,2.11126473382         ,           4 ,234.820    ,     8 ,8.000        ,7.264
3087 ,J2004+3429   ,20:04:46.97      ,                  3 ,+34:29:17.7      ,              5 ,0.24095264193         ,           1 ,351        ,     0 ,10.783       ,10.783
3088 ,J2005-0020   ,20:05:43.74      ,                  4 ,-00:20:21.9      ,             15 ,2.27966105858         ,           4 ,35.93      ,    17 ,1.835        ,1.835
3089 ,J2005+3411g  ,20:05:45         ,                  8 ,+34:11           ,              2 ,0.65105               ,           0 ,489.0      ,     0 ,17.294       ,17.294
3090 ,J2005+3547   ,20:05:17.493     ,                  9 ,+35:47:25.4      ,              1 ,0.615033894871        ,           4 ,401.6      ,     3 ,13.558       ,13.558
3091 ,J2005+3552   ,20:05:47.50      ,                  6 ,+35:52:24.3      ,              1 ,0.30794290464         ,           2 ,455        ,     0 ,14.652       ,14.652
3092 ,J2006+0148   ,20:06:29.0529    ,                  2 ,+01:48:53.919    ,              7 ,0.00216355679356697   ,          15 ,43.5786    ,     0 ,2.437        ,2.437
3093 ,B2003-08     ,20:06:16.3650    ,                  1 ,-08:07:02.167    ,              3 ,0.580871337031        ,           3 ,32.39      ,     3 ,2.632        ,1.706
3094 ,J2006+22     ,20:06:36         ,                 12 ,+22:04           ,              3 ,1.7419                ,           0 ,130.56     ,     8 ,9.140        ,9.140
3095 ,J2006+3102   ,20:06:11.0       ,                  3 ,+31:02:03        ,              4 ,0.16369523645         ,           9 ,107.16     ,     1 ,6.035        ,6.035
3096 ,J2006+4058   ,20:06:39.098     ,                  3 ,+40:58:53.48     ,              3 ,0.4996949121196       ,          20 ,259.5      ,     2 ,12.650       ,12.650
3097 ,J2007+0809   ,20:07:13.5       ,                  1 ,+08:09:33        ,              2 ,0.32572436605         ,           5 ,53.394     ,    37 ,3.040        ,3.040
3098 ,J2007+0910   ,20:07:58.1031    ,                 12 ,+09:10:12.93     ,              6 ,0.4587348258074       ,           6 ,48.72934   ,    67 ,2.634        ,2.634
3099 ,J2007+20     ,20:07            ,                  2 ,+20:21           ,             36 ,4.634                 ,           7 ,67.0       ,     4 ,3.806        ,3.806
3100 ,J2007+2722   ,20:07:15.8288    ,                  4 ,+27:22:47.914    ,              6 ,0.024497388545933     ,          10 ,126.782    ,    12 ,7.098        ,7.098
3101 ,J2007+3120   ,20:07:09.012     ,                  6 ,+31:20:51.54     ,              9 ,0.60820531457         ,           1 ,191.5      ,     2 ,6.906        ,6.906
3102 ,J2008+2513   ,20:08:35.482     ,                 11 ,+25:13:30.36     ,             16 ,0.58919550332         ,           6 ,60.5555    ,    36 ,4.030        ,4.030
3103 ,J2008+27     ,20:08            ,                  4 ,+27:55           ,             15 ,1.5218                ,           0 ,154        ,     5 ,7.409        ,7.409
3104 ,J2008+2755g  ,20:08:17         ,                  7 ,+27:55           ,              2 ,1.51926               ,           0 ,155.1      ,     0 ,7.445        ,7.445
3105 ,J2008+3139   ,20:08:39.9874    ,                 13 ,+31:39:27.36     ,              2 ,0.226118635651        ,           2 ,223.9      ,     2 ,7.155        ,7.155
3106 ,J2008+3758   ,20:07:58.7       ,                  2 ,+37:58:13        ,              1 ,4.3523029680          ,          19 ,143        ,     1 ,5.923        ,5.923
3107 ,J2009+3122g  ,20:09:40         ,                  8 ,+31:22           ,              2 ,0.07654               ,           0 ,144.1      ,     0 ,6.465        ,6.465
3108 ,J2009+3326   ,20:09:49.16      ,                  2 ,+33:26:10.2      ,              3 ,1.43836860189         ,           2 ,263.6      ,     8 ,7.303        ,7.303
3109 ,J2010-1323   ,20:10:45.921426  ,                  5 ,-13:23:56.0953   ,              3 ,0.005223271016861680  ,           5 ,22.1619    ,     2 ,2.439        ,1.162
3110 ,J2010+2845   ,20:10:05.068     ,                  2 ,+28:45:29.17     ,              3 ,0.5653693451984       ,           6 ,112.47     ,     8 ,6.585        ,6.585
3111 ,J2010+3051   ,20:10:03.9542    ,                  1 ,+30:51:18.892    ,              1 ,0.0048162745133088    ,           5 ,133.756    ,     2 ,6.450        ,6.450
3112 ,J2010+31     ,20:10:35         ,                  8 ,+31:50           ,              2 ,1.551535              ,          24 ,251.8      ,    23 ,7.574        ,7.574
3113 ,J2010+3230   ,20:10:26.50      ,                  1 ,+32:30:07.3      ,              2 ,1.44244752060         ,           1 ,371.8      ,     5 ,13.034       ,13.034
3114 ,J2011+3006g  ,20:11:12         ,                  8 ,+30:06           ,              2 ,2.50566               ,           0 ,14.0       ,     0 ,0.944        ,0.944
3115 ,J2011+3331   ,20:11:04.926     ,                  2 ,+33:31:24.64     ,              3 ,0.931733093470        ,           4 ,298.58     ,     6 ,8.603        ,8.603
3116 ,J2012-2029   ,20:12:46.6       ,                  3 ,-20:29:31        ,             22 ,0.54400187061         ,           3 ,37.67      ,     8 ,2.809        ,2.809
3117 ,J2013-0649   ,20:13:17.7507    ,                 38 ,-06:49:05.39     ,             32 ,0.5801872690010       ,          34 ,63.36      ,    10 ,9.576        ,9.576
3118 ,J2013+3058   ,20:13:34.253     ,                  3 ,+30:58:50.69     ,              5 ,0.2760276934460       ,           5 ,148.70     ,     7 ,6.641        ,6.641
3119 ,J2013+3100g  ,20:13:57         ,                  8 ,+31:00           ,              2 ,0.36855               ,           0 ,158.4      ,     0 ,6.760        ,6.760
3120 ,B2011+38     ,20:13:10.367     ,                  3 ,+38:45:43.31     ,              4 ,0.2301936138595       ,          10 ,238.217    ,     8 ,7.123        ,7.123
3121 ,J2015+0756   ,20:15:59.59547   ,                  5 ,+07:56:36.0514   ,             16 ,0.0043279839569886    ,          17 ,36.436     ,     7 ,2.086        ,2.086
3122 ,J2015+2524   ,20:15:12.70      ,                  7 ,+25:24:31.3      ,             10 ,2.3032990816          ,           9 ,11.0       ,     6 ,0.744        ,0.744
3123 ,J2016+1948   ,20:16:57.44349   ,                  6 ,+19:47:51.5882   ,             12 ,0.064940388241514     ,           6 ,33.8148    ,    16 ,2.162        ,2.162
3124 ,J2017-0414   ,20:17            ,                  0 ,-04              ,              0 ,0.0406                ,           0 ,30.85      ,     2 ,1.771        ,1.771
3125 ,J2017+0603   ,20:17:22.705223  ,                  5 ,+06:03:05.56393  ,             15 ,0.002896215816722975  ,          11 ,23.92344   ,     9 ,1.399        ,1.399
3126 ,J2017-1614   ,20:17:46.1478    ,                  8 ,-16:14:15.51     ,              5 ,0.0023142872649224    ,           4 ,25.4380    ,     4 ,1.444        ,1.444
3127 ,J2017+2043   ,20:17:28.938     ,                  2 ,+20:43:31.90     ,              3 ,0.537143086032        ,           2 ,60.4906    ,    99 ,4.205        ,4.205
3128 ,J2017-2737   ,20:17            ,                  0 ,-27              ,              0 ,0.224                 ,           0 ,25.38      ,     6 ,1.500        ,1.500
3129 ,J2017+2819g  ,20:17:20         ,                  8 ,+28:19           ,              2 ,1.83246               ,           0 ,66.0       ,     0 ,4.873        ,4.873
3130 ,J2017+3625   ,20:17:55.84      ,                  1 ,+36:25:07.9      ,              2 ,0.1667491790418       ,           9 ,*          ,     0 ,*            ,*
3131 ,J2017+5906   ,20:17:44.55      ,                  3 ,+59:06:46.97     ,             18 ,0.403478334902        ,          17 ,60.28      ,     6 ,3.907        ,3.907
3132 ,B2016+28     ,20:18:03.8333    ,                  9 ,+28:39:54.212    ,             16 ,0.5579534804225       ,           7 ,14.1977    ,     6 ,0.980        ,0.959
3133 ,J2018+3418g  ,20:18:15         ,                  8 ,+34:18           ,              2 ,2.19160               ,           0 ,317.1      ,     0 ,10.394       ,10.394
3134 ,J2018+3431   ,20:18:53.196     ,                  2 ,+34:31:00.51     ,              2 ,0.3876640866385       ,           8 ,222.35     ,     7 ,6.636        ,6.636
3135 ,J2019+2425   ,20:19:31.94900   ,                  3 ,+24:25:15.3038   ,              5 ,0.00393452408033124   ,          11 ,17.201     ,     2 ,1.163        ,1.163
3136 ,J2019+72     ,20:19            ,                  0 ,+72              ,              0 ,0.219                 ,           0 ,34.88      ,     9 ,2.494        ,2.494
3137 ,J2021+3651   ,20:21:05.46      ,                  4 ,+36:51:04.8      ,              5 ,0.103740952074        ,           4 ,367.5      ,    10 ,1.800        ,10.512
3138 ,J2021+4024g  ,20:21:13         ,                  9 ,+40:24           ,              2 ,0.37054               ,           0 ,680.5      ,     0 ,25.000       ,+25.00
3139 ,J2021+4026   ,20:21:29.99      ,                  3 ,+40:26:45.1      ,              7 ,0.26531766093         ,           5 ,*          ,     0 ,2.150        ,*
3140 ,J2022+21     ,20:22:24         ,                 12 ,+21:11           ,              3 ,0.8035                ,           0 ,73.52      ,     5 ,6.002        ,6.002
3141 ,J2022+2534   ,20:22            ,                  0 ,+25              ,              0 ,0.00265               ,           0 ,53.660     ,     3 ,3.988        ,3.988
3142 ,B2020+28     ,20:22:37.0671    ,                  7 ,+28:54:23.104    ,             11 ,0.3434021577860       ,          13 ,24.63109   ,    18 ,2.100        ,1.706
3143 ,J2022+3842   ,20:22:21.689     ,                  6 ,+38:42:14.82     ,              7 ,0.048578779636        ,          24 ,429.1      ,     5 ,10.000       ,13.154
3144 ,J2022+3845g  ,20:22:11         ,                  8 ,+38:45           ,              2 ,1.00890               ,           0 ,487.5      ,     0 ,17.188       ,17.188
3145 ,B2021+51     ,20:22:49.8730    ,                 12 ,+51:54:50.233    ,             11 ,0.529196917808        ,          17 ,22.54968   ,    56 ,1.800        ,1.418
3146 ,J2023+2853g  ,20:23:16         ,                  7 ,+28:52           ,              2 ,0.01133               ,           0 ,22.8       ,     0 ,1.574        ,1.574
3147 ,B2022+50     ,20:23:41.9427    ,                 10 ,+50:37:34.858    ,             11 ,0.372619054536        ,           3 ,32.98817   ,    37 ,2.058        ,2.058
3148 ,J2024+48     ,20:24            ,                  0 ,+48              ,              0 ,1.262                 ,           0 ,99         ,     0 ,4.552        ,4.552
3149 ,J2027+0255   ,20:27:30.86790   ,                  7 ,+02:55:37.982    ,              3 ,0.010595519821519     ,           5 ,51.132     ,     2 ,4.540        ,4.540
3150 ,B2025+21     ,20:27:16.690     ,                  3 ,+21:46:04.43     ,              5 ,0.398173021652        ,           2 ,97.0915    ,    48 ,10.295       ,10.295
3151 ,J2027+4557   ,20:27:16.233     ,                  3 ,+45:57:57.08     ,              4 ,1.099651368044        ,           7 ,229.594    ,    11 ,9.005        ,9.005
3152 ,J2027+7502   ,20:27:23.27      ,                  3 ,+75:02:29.31     ,             18 ,0.515218649151        ,           8 ,11.42      ,    13 ,0.743        ,0.743
3153 ,J2028+3332   ,20:28:19.860     ,                  5 ,+33:32:04.36     ,              7 ,0.1767074151138       ,           7 ,*          ,     0 ,*            ,*
3154 ,J2029+34     ,20:29            ,                  4 ,+34:37           ,             15 ,1.8194                ,           0 ,97         ,     5 ,5.193        ,5.193
3155 ,B2027+37     ,20:29:23.872     ,                 10 ,+37:44:08.17     ,             14 ,1.216804657740        ,          12 ,190.66     ,     3 ,5.771        ,5.771
3156 ,B2028+22     ,20:30:40.446     ,                  9 ,+22:28:21.83     ,             15 ,0.630512646679        ,           4 ,71.8627    ,    67 ,6.386        ,6.386
3157 ,J2030+3641   ,20:30:00.261     ,                  4 ,+36:41:27.15     ,              7 ,0.2001285881663       ,          17 ,246.0      ,     7 ,6.947        ,6.947
3158 ,J2030+3818g  ,20:30:08         ,                  8 ,+38:18           ,              2 ,0.13372               ,           0 ,596.7      ,     0 ,25.000       ,+25.00
3159 ,J2030+3929g  ,20:30:47         ,                  8 ,+39:29           ,              2 ,1.71842               ,           0 ,491.9      ,     0 ,25.000       ,+25.00
3160 ,J2030+3944g  ,20:30:22         ,                  8 ,+39:44           ,              2 ,0.30618               ,           0 ,937.4      ,     0 ,25.000       ,+25.00
3161 ,J2030+4415   ,20:30:51.35      ,                  4 ,+44:15:38.1      ,              4 ,0.22707017739         ,           3 ,*          ,     0 ,0.720        ,*
3162 ,J2030+55     ,20:30            ,                  0 ,+55              ,              0 ,0.579                 ,           0 ,59.43      ,    15 ,3.423        ,3.423
3163 ,J2032+4127   ,20:32:13.119     ,                  2 ,+41:27:24.31     ,              9 ,0.14324647            ,          19 ,114.67     ,     4 ,1.330        ,4.624
3164 ,J2033+0042   ,20:33:31.12      ,                  2 ,+00:42:24.1      ,              9 ,5.01340011141         ,           8 ,37.84      ,    13 ,2.934        ,2.934
3165 ,J2033+1734   ,20:33:27.511513  ,                  9 ,+17:34:58.46296  ,             18 ,0.00594895754058564   ,           4 ,25.0864    ,    12 ,1.740        ,1.740
3166 ,J2033-1938   ,20:33:55.4       ,                  2 ,-19:38:59        ,             12 ,1.28171902379         ,          12 ,23.47      ,     9 ,1.525        ,1.525
3167 ,J2034+3632   ,20:34            ,                  0 ,-36:32           ,              0 ,0.003650              ,           0 ,*          ,     0 ,*            ,*
3168 ,J2036+2835   ,20:36:46.363     ,                  5 ,+28:35:10.44     ,              7 ,1.35872676315         ,           2 ,84.2174    ,    64 ,6.741        ,6.741
3169 ,J2036+6646   ,20:36:52.32      ,                  5 ,+66:46:20.7      ,              3 ,0.5019271782          ,           2 ,50.763     ,     2 ,3.230        ,3.230
3170 ,B2034+19     ,20:37:14.54      ,                  8 ,+19:42:54.3      ,              9 ,2.0743770781          ,           5 ,36.891647  ,    48 ,2.794        ,2.794
3171 ,B2035+36     ,20:37:27.44      ,                  3 ,+36:21:24.1      ,              3 ,0.61871508419         ,           5 ,93.56      ,     6 ,4.851        ,4.851
3172 ,J2038+35     ,20:38            ,                  0 ,+35              ,              0 ,0.16                  ,           0 ,57.91      ,     4 ,3.814        ,3.814
3173 ,J2038-3816   ,20:38:54.36      ,                  3 ,-38:16:15.6      ,              9 ,1.57728908489         ,           3 ,33.96      ,     6 ,3.588        ,3.588
3174 ,B2036+53     ,20:38:03.16      ,                  7 ,+53:19:12.8      ,              6 ,1.424568215153        ,          11 ,160.196    ,    12 ,8.192        ,8.192
3175 ,J2039-3616   ,20:39:16.6       ,                  0 ,-36:16:17        ,              0 ,0.00327               ,           0 ,23.9633    ,     5 ,1.704        ,1.704
3176 ,J2039-5617   ,20:39:34.9681    ,                  1 ,-56:17:09.268    ,              1 ,0.0026509071060649    ,           4 ,24.57      ,     3 ,1.800        ,1.707
3177 ,J2040+1657   ,20:40:17.865     ,                  3 ,+16:57:30.46     ,              7 ,0.865606225032        ,           4 ,50.6919    ,    14 ,4.450        ,4.450
3178 ,J2040-21     ,20:40            ,                  0 ,-21              ,              0 ,0.563                 ,           0 ,23.87      ,    15 ,1.660        ,1.660
3179 ,J2042+0246   ,20:42:11.00287   ,                  5 ,+02:46:14.397    ,              2 ,0.0045337267023282    ,           3 ,9.2694     ,     2 ,0.640        ,0.640
3180 ,J2043+1711   ,20:43:20.8813524 ,                 14 ,+17:11:28.89999  ,              3 ,0.002379878924013453  ,           3 ,20.712     ,     7 ,1.389        ,1.473
3181 ,J2043+2740   ,20:43:43.5       ,                  1 ,+27:40:56        ,              1 ,0.09613056295         ,           5 ,21.02064   ,    15 ,1.480        ,1.480
3182 ,J2043+7045   ,20:43            ,                  0 ,+70:45           ,              0 ,0.588                 ,           0 ,57.64      ,    15 ,3.999        ,3.999
3183 ,J2044+28     ,20:44            ,                  0 ,+28              ,              0 ,1.618                 ,           0 ,90.3       ,     4 ,8.598        ,8.598
3184 ,J2044+4614   ,20:44:58.8       ,                  1 ,+46:14:54        ,              1 ,1.3927154635          ,           2 ,315.4      ,     4 ,8.952        ,8.952
3185 ,J2045+0912   ,20:45:47.3438    ,                  9 ,+09:12:29.16     ,              4 ,0.3955551117394       ,           5 ,31.776     ,     4 ,2.460        ,2.460
3186 ,J2045+3633   ,20:45:01.50510   ,                  2 ,+36:33:01.4046   ,              2 ,0.031681842757300     ,           4 ,129.533    ,     2 ,5.629        ,5.629
3187 ,J2045-68     ,20:45:17         ,                  0 ,-68:36:20        ,              0 ,0.00296               ,           0 ,21.2       ,     0 ,1.273        ,1.273
3188 ,B2043-04     ,20:46:00.1730    ,                  1 ,-04:21:26.256    ,              2 ,1.5469381168652       ,          17 ,35.799     ,    10 ,6.250        ,3.267
3189 ,B2044+15     ,20:46:39.3373    ,                  1 ,+15:40:33.558    ,              1 ,1.1382856833155       ,          12 ,39.81796   ,    49 ,3.226        ,3.340
3190 ,B2045+56     ,20:46:46.609     ,                 18 ,+57:08:37.09     ,             15 ,0.476734842147        ,           7 ,101.790291 ,    77 ,4.341        ,4.341
3191 ,J2047+1053   ,20:47:10.246     ,                  3 ,+10:53:07.80     ,              4 ,0.00429               ,           0 ,34.6       ,     0 ,2.794        ,2.794
3192 ,J2047+5029   ,20:47:54.6400    ,                  4 ,+50:29:38.17     ,              4 ,0.445944557385        ,           4 ,107.676    ,     5 ,3.973        ,3.973
3193 ,B2045-16     ,20:48:35.640637  ,                 40 ,-16:16:44.55350  ,             15 ,1.961572303613        ,          12 ,11.456     ,     5 ,0.950        ,0.775
3194 ,J2048+2255   ,20:48:45.868     ,                  2 ,+22:55:05.31     ,              3 ,0.2839009641977       ,          10 ,70.6847    ,    22 ,7.648        ,7.648
3195 ,J2048+4951   ,20:48:55.982     ,                  4 ,+49:51:53.02     ,              3 ,0.568301007535        ,           6 ,222.8      ,     0 ,6.776        ,6.776
3196 ,J2050+1259   ,20:50:57.21      ,                 14 ,+12:59:09        ,              3 ,1.2210199818          ,           9 ,52.40      ,     0 ,5.829        ,5.829
3197 ,J2051-0827   ,20:51:07.519768  ,                 18 ,-08:27:37.7497   ,              8 ,0.00450864182000643   ,          11 ,20.7299    ,    17 ,1.469        ,1.469
3198 ,J2051+1248   ,20:51:29.66      ,                  2 ,+12:48:21.5      ,              6 ,0.55316745256         ,           2 ,43.45      ,     1 ,4.077        ,4.077
3199 ,J2051+4434g  ,20:51:29         ,                  9 ,+44:34           ,              2 ,1.30316               ,           0 ,616.0      ,     0 ,25.000       ,+25.00
3200 ,J2051+50     ,20:51:49         ,                  0 ,+50:40:05        ,              0 ,0.00168               ,           0 ,23.9       ,     0 ,1.437        ,1.437
3201 ,J2052+1219   ,20:52:47.77803   ,                 15 ,+12:19:59.022    ,              5 ,0.00198525628181868   ,           8 ,41.9596    ,     0 ,3.916        ,3.916
3202 ,J2052+4421g  ,20:52:53         ,                  9 ,+44:21           ,              2 ,0.37531               ,           0 ,547.0      ,     0 ,25.000       ,+25.00
3203 ,J2053+1718   ,20:53:49.4809    ,                  7 ,+17:18:44.662    ,             13 ,0.11926775831844      ,          12 ,26.980     ,     5 ,2.087        ,2.087
3204 ,J2053+4650   ,20:53:52.62804   ,                  7 ,+46:50:51.7181   ,              4 ,0.0125862753143500    ,          16 ,98.0828    ,     6 ,3.810        ,3.810
3205 ,J2053+4718   ,20:53:45.49      ,                  4 ,+47:18:55.3      ,              4 ,4.9103790783          ,           3 ,331.3      ,     5 ,8.901        ,8.901
3206 ,B2048-72     ,20:53:47.280     ,                  4 ,-72:00:42.48     ,              2 ,0.34133640572         ,           4 ,17.3       ,     4 ,1.029        ,1.029
3207 ,J2054-39     ,20:54            ,                  0 ,-39              ,              0 ,0.977                 ,           0 ,24.9       ,     3 ,2.046        ,2.046
3208 ,J2055+15     ,20:56:02.5       ,                  0 ,+15:47:15        ,              0 ,0.00216               ,           0 ,40.2       ,     0 ,3.633        ,3.633
3209 ,B2053+21     ,20:55:39.151     ,                  5 ,+22:09:27.22     ,             11 ,0.8151811027646       ,           8 ,36.34963   ,    29 ,2.998        ,2.998
3210 ,J2055+2539   ,20:55:48.8       ,                  2 ,+25:40:02        ,              3 ,0.3195611745          ,          11 ,*          ,     0 ,0.620        ,*
3211 ,B2053+36     ,20:55:31.3521    ,                  1 ,+36:30:21.469    ,              2 ,0.2215076382770       ,           3 ,97.4155    ,    56 ,5.000        ,5.244
3212 ,J2055+3829   ,20:55:10.306550  ,                  4 ,+38:29:30.90571  ,              6 ,0.00208929030219107   ,           3 ,91.8295    ,     2 ,4.588        ,4.588
3213 ,J2057+21     ,20:57:48         ,                 12 ,+21:26           ,              3 ,1.1667                ,           0 ,73.31      ,     5 ,25.000       ,+25.00
3214 ,J2057+4701   ,20:57:09.355     ,                  2 ,+47:01:05.22     ,              3 ,0.559573614717        ,           7 ,219.0      ,     5 ,4.934        ,4.934
3215 ,J2102+38     ,21:02            ,                  0 ,+38              ,              0 ,1.19                  ,           0 ,86.3       ,     3 ,4.658        ,4.658
3216 ,J2105+07     ,21:05:27         ,                115 ,+07:57           ,              8 ,3.74663               ,           0 ,52.6       ,     0 ,25.000       ,+25.00
3217 ,J2105+19     ,21:05            ,                  4 ,+19:24           ,             15 ,3.5297                ,           0 ,35         ,     3 ,3.028        ,3.028
3218 ,J2105+28     ,21:06            ,                  2 ,+28:29           ,             18 ,0.405737              ,          11 ,62.48      ,    10 ,5.848        ,5.848
3219 ,J2105+6223   ,21:05:12.93      ,                  2 ,+62:23:05.5      ,              1 ,2.30487883766         ,           4 ,50.75      ,     8 ,2.723        ,2.723
3220 ,J2108-3429   ,21:08:30.49      ,                  2 ,-34:29:37.9      ,              4 ,1.4231018383          ,           2 ,30.22      ,     1 ,3.884        ,3.884
3221 ,B2106+44     ,21:08:20.482     ,                  6 ,+44:41:48.87     ,              6 ,0.4148705368737       ,           6 ,139.827    ,    11 ,4.346        ,4.346
3222 ,J2108+4516   ,21:08:23.343153  ,                 15 ,+45:16:24.967733 ,             12 ,0.5772309434487       ,          17 ,83.54      ,     0 ,3.268        ,3.586
3223 ,J2111+2106   ,21:11:33.13      ,                  6 ,+21:06:07.0      ,             14 ,3.9538529596          ,           6 ,59.2964    ,    35 ,8.408        ,8.408
3224 ,J2111+40     ,21:11            ,                  0 ,+40              ,              0 ,4.061                 ,           0 ,120        ,     0 ,5.279        ,5.279
3225 ,J2111+4606   ,21:11:24.13      ,                  3 ,+46:06:31.3      ,              3 ,0.157829924735        ,          10 ,*          ,     0 ,*            ,*
3226 ,J2112+4058   ,21:12:51.76      ,                  6 ,+40:58:04        ,              1 ,4.0607548116          ,           5 ,129        ,     8 ,5.221        ,5.221
3227 ,B2110+27     ,21:13:04.3506    ,                  1 ,+27:54:01.160    ,              1 ,1.2028517540847       ,          12 ,25.11106   ,    18 ,1.429        ,1.869
3228 ,B2111+46     ,21:13:24.3295    ,                  1 ,+46:44:08.844    ,              1 ,1.014684793189        ,           5 ,141.26     ,     9 ,2.174        ,4.123
3229 ,J2113+67     ,21:14            ,                  3 ,+67:02           ,             18 ,0.5521697             ,          88 ,54.98      ,    14 ,2.890        ,2.890
3230 ,J2113+73     ,21:13            ,                 17 ,+73:37           ,             21 ,*                     ,           0 ,42.4       ,     0 ,2.625        ,2.625
